cte,cte_pid,pos_x,pos_y
-0.7543,-1.1987,65.9134,1.7564
-0.6999,-0.9114,66.103,1.7563
-0.6767,-0.9828,66.2299,1.7563
-0.6421,-0.772,66.4252,1.7563
-0.6217,-0.6559,66.554,1.7563
-0.5695,-0.4428,66.7584,1.7562
-0.5443,-0.4984,66.8963,1.7563
-0.5117,-0.3541,67.1035,1.7563
-0.4967,-0.3043,67.2375,1.7563
-0.4575,-0.1877,67.447,1.7562
-0.4394,-0.26,67.5868,1.7562
-0.413,-0.1662,67.8014,1.7562
-0.3997,-0.137,67.942,1.7562
-0.3632,-0.0363,68.1652,1.7561
-0.3439,-0.0778,68.3149,1.7561
-0.3193,-0.0097,68.5414,1.7561
-0.309,-0.0021,68.6894,1.7561
-0.2852,0.0378,68.9183,1.756
-0.2756,-0.0205,69.0709,1.756
-0.2637,-0.0148,69.3019,1.756
-0.2591,-0.0282,69.455,1.7559
-0.2442,-0.0103,69.6934,1.7559
-0.2282,-0.0009,69.9394,1.7559
-0.2165,0.0264,70.1056,1.7558
-0.2013,0.0437,70.3558,1.7558
-0.1917,0.0648,70.5241,1.7558
-0.1812,0.0627,70.7771,1.7557
-0.1773,0.0531,70.9457,1.7557
-0.1635,0.102,71.1961,1.7557
-0.154,0.104,71.3631,1.7557
-0.1395,0.119,71.6138,1.7558
-0.1308,0.1249,71.7793,1.7558
-0.1101,0.2367,72.0249,1.7558
-0.0962,0.248,72.1886,1.7558
-0.0781,0.2769,72.4344,1.7558
-0.0581,0.4498,72.5965,1.7558
-0.0285,0.4593,72.837,1.7558
-0.0087,0.4768,72.9974,1.7559
0.0241,0.7355,73.2381,1.7559
0.052,0.7604,73.3969,1.7559
0.0934,0.7736,73.6324,1.7559
0.1182,0.8099,73.7903,1.7547
0.1765,1.1505,74.0278,1.7409
0.215,1.185,74.1849,1.7201
0.0,0.0,74.4181,1.6845
0.0,0.0,74.5704,1.6777
0.0,0.0,74.8022,1.6855
0.0,0.0,74.9545,1.6944
0.0,0.0,75.1812,1.7035
0.0,0.0,75.3319,1.7053
0.0,0.0,75.5553,1.6974
0.0,0.0,75.7031,1.6826
0.0,0.0,75.9256,1.6502
0.0,0.0,76.0735,1.6408
0.0,0.0,76.2929,1.6454
0.0,0.0,76.4392,1.652
0.0,0.0,76.6579,1.6581
0.0,0.0,76.8029,1.6589
0.0,0.0,77.0192,1.6575
0.0,0.0,77.1628,1.6565
0.0,0.0,77.3771,1.6557
0.0,0.0,77.5192,1.6557
0.0,0.0,77.7313,1.656
0.0,0.0,77.8718,1.6562
0.0,0.0,78.0816,1.6563
0.0,0.0,78.2206,1.6563
0.0,0.0,78.4283,1.6562
0.0,0.0,78.5661,1.6562
0.0,0.0,78.7712,1.6562
0.0,0.0,78.9076,1.6562
0.0,0.0,79.1111,1.6562
0.0,0.0,79.2457,1.6563
0.0,0.0,79.4466,1.6563
0.0,0.0,79.5802,1.6563
0.0,0.0,79.7793,1.6563
0.0,0.0,79.9115,1.6563
0.0,0.0,80.1074,1.6563
0.0,0.0,80.2373,1.6563
0.0,0.0,80.4312,1.6564
0.0,0.0,80.5597,1.6564
0.0,0.0,80.7514,1.6564
0.0,0.0,80.8785,1.6564
0.0,0.0,81.0683,1.6564
0.0,0.0,81.1941,1.6564
0.0,0.0,81.3818,1.6564
0.0,0.0,81.5064,1.6564
